doc_id,ticker,company_name,sector,year,accession_number,clean_text_sha256,dominant_topic_id,dominant_topic_score,nmf_topic_1_score,nmf_topic_2_score,nmf_topic_3_score,nmf_topic_4_score,nmf_topic_5_score,nmf_topic_6_score,nmf_topic_7_score,nmf_topic_8_score
LLY-2024,LLY,Eli Lilly,Healthcare,2024,0000059478-24-000099,8a560dc717d7842db8800c4d3418ff7ec5bc254eaf18ef5859a171e7d6f1a874,nmf_topic_7,0.11103264,0.0,0.02879412,0.0,0.1020899,0.0,0.05193004,0.11103264,0.0
UNH-2016,UNH,UnitedHealth Group,Healthcare,2016,0001047469-16-012475,7af488eae76731af1ec3b630264badc198f8068220c887cf068ad254eaf10561,nmf_topic_1,0.12687521,0.12687521,0.0,0.05113863,0.047128,0.0,0.0328445,0.01905669,0.00054368
UNH-2017,UNH,UnitedHealth Group,Healthcare,2017,0001047469-17-002810,8f750d9c14415cdbbfbc33c732bba34df552ed9c979513e7c77b9ba83c94addf,nmf_topic_1,0.11994686,0.11994686,0.0,0.04825976,0.05565206,0.00264537,0.05193188,0.00493882,0.0
UNH-2018,UNH,UnitedHealth Group,Healthcare,2018,0001047469-18-002993,578ab017649e58d87da3d7b6f24d3fc3816094811399cee68a2cc1f49643d0ef,nmf_topic_1,0.12599701,0.12599701,0.0,0.0433704,0.04971937,0.0,0.04616909,0.01463282,0.0051322
UNH-2019,UNH,UnitedHealth Group,Healthcare,2019,0001047469-19-002425,6b3f41bc462bdc89e2aba19ca46930f3c7199b57370f0f4aaaaac3a20c78f5df,nmf_topic_1,0.11239623,0.11239623,0.00977381,0.04221354,0.06643855,0.0,0.04852344,6.257e-05,0.0
UNH-2020,UNH,UnitedHealth Group,Healthcare,2020,0001047469-20-002403,c6489433799218a8115ddee271a57892757df5bf642bb84c719cdd10931a3f27,nmf_topic_2,0.15616607,0.009653,0.15616607,0.01426309,0.02372442,0.0,0.02294,0.0,0.02025946
UNH-2021,UNH,UnitedHealth Group,Healthcare,2021,0001047469-21-001031,2a7604bd2b6666c176ecea02ac14060812237ac5254669f4a1a17c2aa2a1cd73,nmf_topic_4,0.09939483,0.08450745,0.04263848,0.02335277,0.09939483,0.0,0.02290463,0.00772197,0.0
UNH-2022,UNH,UnitedHealth Group,Healthcare,2022,0001104659-22-048923,12ca46dbcbc4d1d4e453db6d11745e0d38d58097410dd8a8549a8b80323217da,nmf_topic_2,0.12568186,0.0,0.12568186,0.01715822,0.096768,0.00277268,0.0,0.01393135,0.0
UNH-2023,UNH,UnitedHealth Group,Healthcare,2023,0001104659-23-048439,54541984e8646e8cb61394a7b034c2263506242c98fbce470bd252e9f91a3a46,nmf_topic_2,0.1305719,0.0,0.1305719,0.00146583,0.08896404,0.0,0.0,0.02904096,0.0
UNH-2024,UNH,UnitedHealth Group,Healthcare,2024,0001104659-24-050055,68689be1b79d69ec4f43fc2087694aaec55a35bc44087d34acfe854059ccec06,nmf_topic_2,0.16139042,0.0,0.16139042,0.0,0.04925378,0.0,0.0,0.01087988,0.0
JNJ-2016,JNJ,Johnson & Johnson,Healthcare,2016,0001193125-16-505952,c052baa632aef90c80cb219d6c2d924ec23c04dc7be2af33975526ea56ecc606,nmf_topic_6,0.08778834,0.06387397,0.06901825,0.01344659,0.06686207,0.00465201,0.08778834,0.0,0.01890675
JNJ-2017,JNJ,Johnson & Johnson,Healthcare,2017,0000200406-17-000015,74f448317f27c5a708f1e64eaf0fe08ed941804c8075f302d9ae9ae7efebc10a,nmf_topic_2,0.11656552,0.02785413,0.11656552,0.04478912,0.05538001,0.01045453,0.03301676,0.0,0.02089929
JNJ-2018,JNJ,Johnson & Johnson,Healthcare,2018,0000200406-18-000009,4399519568cddfff543b6fc9d6f640a06aa0b36d263a931403a3d0579efceadd,nmf_topic_2,0.16491444,0.0,0.16491444,0.03432154,0.04260726,0.0084312,0.04650774,0.0,0.01269997
JNJ-2019,JNJ,Johnson & Johnson,Healthcare,2019,0000200406-19-000013,104fd1cc7d76a72405b9d5868a8da94125c028fe10d41e6ae159c7eb5dd64eaf,nmf_topic_2,0.16450505,0.0,0.16450505,0.04083057,0.02544119,0.01117011,0.02353954,0.0,0.01661881
JNJ-2020,JNJ,Johnson & Johnson,Healthcare,2020,0000200406-20-000018,9c4f368196bcb6eaa638e9c8a3c0418e80bfc11707111b4b609f0fee95c62277,nmf_topic_2,0.1549025,0.0,0.1549025,0.05036175,0.03151613,0.01403415,0.02407799,0.0,0.03324474
JNJ-2021,JNJ,Johnson & Johnson,Healthcare,2021,0000200406-21-000011,b21faa974e2d71e4bb29e7289f480346ee10076588c8055f2ad7122d048e9533,nmf_topic_2,0.13818278,0.0,0.13818278,0.03841869,0.08202746,0.0108282,0.00832824,0.0,0.02184332
JNJ-2022,JNJ,Johnson & Johnson,Healthcare,2022,0000200406-22-000026,40047eef6d90b870a9732ee98ae0d5bc7198b6256d1ed8e0135acfd8842c51d6,nmf_topic_2,0.17237116,0.0,0.17237116,0.03263349,0.08897316,0.00796742,0.0,0.0,0.00864377
JNJ-2023,JNJ,Johnson & Johnson,Healthcare,2023,0000200406-23-000023,7ffed8854455ca57c640f60256c84e9e2000c08b082b10a9b54c15ca97082b06,nmf_topic_2,0.12943782,0.0,0.12943782,0.00713472,0.12401499,0.0,0.0,0.00323359,0.00346582
JNJ-2024,JNJ,Johnson & Johnson,Healthcare,2024,0000200406-24-000024,84a1625fec382332d15eea0d0dfd4b81d0406db0016c64828b13b5463d6621e0,nmf_topic_4,0.16349699,0.00320091,0.03335172,0.02004658,0.16349699,0.0,0.00849656,0.03244601,0.01512289
ABBV-2016,ABBV,AbbVie,Healthcare,2016,0001047469-16-011386,763640cac6e42946e1bb1f745ac88053ab1ed9cd26b16d994facff4b7beb7643,nmf_topic_6,0.3771254,0.00828358,0.0,0.01844581,0.0,0.0,0.3771254,0.0,0.0
ABBV-2017,ABBV,AbbVie,Healthcare,2017,0001047469-17-001778,ffb92197d5ee6ac0318b93fef9b14a63db2f7ceaf18eccfbf5b340201efc2559,nmf_topic_6,0.38481882,0.0,0.0,0.02303862,0.0,0.0,0.38481882,0.0,0.0
ABBV-2018,ABBV,AbbVie,Healthcare,2018,0001047469-18-001843,6d0eada6ba0718c81cdeff60476f0b365981908cf17b16d7c77ba2da1de122ae,nmf_topic_6,0.39742168,0.0,0.0,0.01843342,0.0,0.0,0.39742168,0.0,0.0
ABBV-2019,ABBV,AbbVie,Healthcare,2019,0001047469-19-001544,666cd5984980d4c5ab5a3640982f0164476e693c41cc63334c32d9e89d0ff984,nmf_topic_6,0.38419722,0.0,0.0,0.01866651,0.0,0.0,0.38419722,0.0,0.0
ABBV-2020,ABBV,AbbVie,Healthcare,2020,0001047469-20-001710,742aed8ff276c0d2e5d5905f177e907e81ac534ef6a7cd193f2e6051d9846a81,nmf_topic_6,0.32955288,0.0,0.0,0.03623315,0.03115578,0.0,0.32955288,0.0,0.0
ABBV-2021,ABBV,AbbVie,Healthcare,2021,0001558370-21-003318,d8526bee974eaa927880c146d10d08b86827c212cde3ee2d698193a9bb2c3f3b,nmf_topic_6,0.26745912,0.0166853,0.00104763,0.02597558,0.04363157,0.0,0.26745912,0.0,0.0
ABBV-2022,ABBV,AbbVie,Healthcare,2022,0001558370-22-004011,9e3a002d8dc27ea568e3935a30176089b68c939f859dc2b3efb49e9600bd8c3f,nmf_topic_6,0.25119884,0.0,0.01056183,0.0,0.08811889,0.0,0.25119884,0.0,0.0
ABBV-2023,ABBV,AbbVie,Healthcare,2023,0001558370-23-004204,d1dbc4f3ad8df17d69dbee88d3895b48cb591fb4e778773b0b162f7c2fef3204,nmf_topic_6,0.24492368,0.0,0.00946541,0.0,0.09312791,0.0,0.24492368,0.0,0.0
ABBV-2024,ABBV,AbbVie,Healthcare,2024,0001558370-24-003496,72003cebbfd12c3dc2bd72ba7cdac2d673ad813f8841f494ed9959c7ba35fee8,nmf_topic_6,0.23387701,0.0,0.0,0.0,0.10190406,0.0,0.23387701,0.00341839,0.0
MRK-2016,MRK,Merck,Healthcare,2016,0001308179-16-000336,818573eb5dd9326f9e594ada7e4089a1653142e2711e1369c6d43ae9c8ff2dd2,nmf_topic_2,0.09146593,0.07656915,0.09146593,0.0,0.05622536,0.0,0.06952104,0.01181942,0.0
MRK-2017,MRK,Merck,Healthcare,2017,0001308179-17-000129,ebcc194bf60ec061e2d16b5fd8f9870099bf02bbeeddb34cc14ad71e791153d0,nmf_topic_2,0.09318562,0.0757356,0.09318562,0.0,0.06949841,0.0,0.05690472,0.0,0.0
MRK-2018,MRK,Merck,Healthcare,2018,0001308179-18-000164,78760e535c1160b7b58420081e077e3dbc61efcbd4759b0f5526af96e3451f3f,nmf_topic_2,0.11183254,0.06216663,0.11183254,0.0,0.05145985,0.0,0.06242481,0.0,0.0
MRK-2019,MRK,Merck,Healthcare,2019,0001140361-19-006720,a80932f4e47cec2a7fbcfeaea4d2e5e297e74234860f8093b2c88899d6b02004,nmf_topic_2,0.10923378,0.0,0.10923378,0.03771001,0.05001442,0.02032946,0.05557157,0.0,0.02775543
MRK-2020,MRK,Merck,Healthcare,2020,0001193125-20-099563,1496b1c6b988334fef1086fe7a4d5ba306f8bce3402f8f2c3e41b0b8fb5256e6,nmf_topic_2,0.08580059,0.0,0.08580059,0.04817073,0.06589714,0.01987786,0.04902642,0.0,0.03814299
MRK-2021,MRK,Merck,Healthcare,2021,0001193125-21-106317,9514262f80e8e9fabcb0e8ab61ac1e93e8ab4ec8ef68acf507c3be366555e93e,nmf_topic_4,0.08472534,0.0,0.07394057,0.04184599,0.08472534,0.01985492,0.04759114,0.0,0.04124147
MRK-2022,MRK,Merck,Healthcare,2022,0001193125-22-095134,efb272df09ffe401285b49920ef81f942dc755aa11d62cac66889550466ba6f0,nmf_topic_4,0.12124393,0.0,0.07947829,0.02223171,0.12124393,0.01526157,0.02310078,0.0,0.00838894
MRK-2023,MRK,Merck,Healthcare,2023,0001193125-23-089525,7c15b9c0b2bf3595bd78a6415bf0ae86dc2c0ff79ec80edad594eaf54cd300c8,nmf_topic_4,0.12869249,0.0,0.05737149,0.01853549,0.12869249,0.02058385,0.02488235,0.0,0.00534918
MRK-2024,MRK,Merck,Healthcare,2024,0001193125-24-093204,046183b414e84b87c610395453c77a9bee5fb0071dd9d2e1d7b3c9e7ec9f88dd,nmf_topic_4,0.12060715,0.0,0.04939831,0.01918454,0.12060715,0.01635826,0.01708167,0.0,0.02198376
TMO-2016,TMO,Thermo Fisher Scientific,Healthcare,2016,0001193125-16-530108,8abf452c38e61e9ce823a97149bb694879410f62d3f3dca80628339cd631fafa,nmf_topic_1,0.14912072,0.14912072,0.0,0.03981758,0.0,0.03628681,0.0,0.0,0.02654784
TMO-2017,TMO,Thermo Fisher Scientific,Healthcare,2017,0000097745-17-000014,0f036f30f72b49be030ef356be2b52b8ae4484271db7bc10d9467cda79dcec04,nmf_topic_1,0.1457764,0.1457764,0.0,0.04426864,0.0,0.04265016,0.0,0.0,0.02125667
TMO-2018,TMO,Thermo Fisher Scientific,Healthcare,2018,0000097745-18-000011,780ca00ac34415c7331090ee6be8a4624589c6a4e67c4c0d297411b139e62466,nmf_topic_1,0.14952731,0.14952731,0.0,0.03923047,0.0,0.04018668,0.0,0.0,0.02483217
TMO-2019,TMO,Thermo Fisher Scientific,Healthcare,2019,0001193125-19-101242,4cde07cea0aa236dca28404fb2e2fc91e076ffbe8b3984abb47e2cbea9bcf624,nmf_topic_2,0.09461741,0.0913647,0.09461741,0.0,0.0325838,0.00294457,0.02160137,0.0076063,0.04203967
TMO-2020,TMO,Thermo Fisher Scientific,Healthcare,2020,0001140361-20-008182,a5160fe4c534489f6d4784e978652032be966e1f52fd3ff27ef7afc981ea973b,nmf_topic_2,0.12875714,0.04636817,0.12875714,0.00748631,0.0714693,0.00917605,0.00925263,0.0,0.02838178
TMO-2021,TMO,Thermo Fisher Scientific,Healthcare,2021,0000097745-21-000019,0863aee4029b6122fe23cb9149dc7c7585c1b09a56a1d4e4ff8b6f810ba2a967,nmf_topic_2,0.15234224,0.00887951,0.15234224,0.02582636,0.07086769,0.01049027,0.00699865,0.0,0.02553827
TMO-2022,TMO,Thermo Fisher Scientific,Healthcare,2022,0000097745-22-000018,5263b10ac2f185889b5616819d7d297893ae230782709698f79157e3ae20dcd2,nmf_topic_2,0.11078106,0.02360558,0.11078106,0.0,0.11041354,0.0,0.0,0.02317141,0.01883852
TMO-2023,TMO,Thermo Fisher Scientific,Healthcare,2023,0000097745-23-000025,c9d84ae69cf2cc8a2993fb6f28467826ea1658725ffec505277f1e1d866689e5,nmf_topic_4,0.09798245,0.05518894,0.06491388,0.0,0.09798245,0.0,0.0,0.0407983,0.0
TMO-2024,TMO,Thermo Fisher Scientific,Healthcare,2024,0001193125-24-090173,48e8f1c3355cc982d3a365135c1f386b01826447162c83c5cefff3edab0a18c0,nmf_topic_4,0.11853094,0.0343303,0.07605566,0.0,0.11853094,0.0,0.0,0.04273059,0.0
ABT-2016,ABT,Abbott Laboratories,Healthcare,2016,0001047469-16-011351,3bae336a93b18782a3840d79c096ac0193450d9b243d96136b320c8f9e2918f3,nmf_topic_6,0.41094185,0.0,0.0,0.0,0.0,0.00332624,0.41094185,0.0,0.0
ABT-2017,ABT,Abbott Laboratories,Healthcare,2017,0001047469-17-001713,ecbb9972f3a1accf7cb2c923a09a29aa236287e8a67fb3233dddec3095ec46e9,nmf_topic_6,0.40544416,0.00231839,0.0,0.0,0.0,0.00506486,0.40544416,0.0,0.0
ABT-2018,ABT,Abbott Laboratories,Healthcare,2018,0001047469-18-001774,88451233452dfd7e8b120c8d62d550061881db1d10113d6a605ba6155d6a36f0,nmf_topic_6,0.41894154,0.0,0.0,0.0,0.0,0.00453288,0.41894154,0.0,0.0
ABT-2019,ABT,Abbott Laboratories,Healthcare,2019,0001047469-19-001316,d0e7a4e8f7af786010e67a4b2a9493da6b715ae692c577ab328d499df8222be6,nmf_topic_6,0.41824351,0.0,0.0,0.0,0.0,0.00384268,0.41824351,0.0,0.0
ABT-2020,ABT,Abbott Laboratories,Healthcare,2020,0001047469-20-001466,9131c45254ba3207207432c67793a6849a82b73e2ea9a52b953457d286bb3d39,nmf_topic_6,0.41531165,0.0,0.0,0.0,0.0,0.00344452,0.41531165,0.0,0.0
ABT-2021,ABT,Abbott Laboratories,Healthcare,2021,0001047469-21-000592,5f296d8ae00edab7d808e4deb66223608eb56e4ea60c84ca1ac396ed8b86c6e7,nmf_topic_6,0.3316826,0.0,0.0,0.0,0.03606289,0.00293963,0.3316826,0.0,0.02109538
ABT-2022,ABT,Abbott Laboratories,Healthcare,2022,0001206774-22-000778,95e7746f666de89faaaf232ac1aa7518bedbff8bbb1eeda56a321003e5e76bdf,nmf_topic_6,0.26804179,0.0,0.02273966,0.0,0.07406869,0.0,0.26804179,0.01351578,0.0
ABT-2023,ABT,Abbott Laboratories,Healthcare,2023,0001308179-23-000247,8e9bc4ecb9f9df82bbcbe99818d693c16e89b7a1b7a2eb95bea124653949985a,nmf_topic_6,0.27783669,0.0,0.00141623,0.0,0.07354613,0.0,0.27783669,0.03811852,0.0
ABT-2024,ABT,Abbott Laboratories,Healthcare,2024,0001308179-24-000182,3803fa30b2cb66eb924bc5ae9cb1ef887a11761ccc4e4d9e329d64489425e440,nmf_topic_6,0.24702473,0.0,0.026771,0.0,0.06403819,0.0,0.24702473,0.04401313,0.0
PFE-2016,PFE,Pfizer,Healthcare,2016,0000930413-16-006044,2324350b4895a517dcf708954af183a125470b6c6d2513365fc6ce1532439ae2,nmf_topic_3,0.08126812,0.02219769,0.05019671,0.08126812,0.02436535,0.02668876,0.03535721,0.00409775,0.06111656
PFE-2017,PFE,Pfizer,Healthcare,2017,0000930413-17-001059,24e8dcce92a4f7c68ffd561f619f6fe6d64190d929a3a68d90ecc8750616c489,nmf_topic_2,0.19090781,0.02350439,0.19090781,0.0,0.0,0.00639694,0.02034073,0.0,0.01348126
PFE-2018,PFE,Pfizer,Healthcare,2018,0000930413-18-000973,f46ef16793d89cdd837c5a4c5d21399b4d291e2bdb20c81908636bdaca22cc08,nmf_topic_2,0.18499797,0.02609235,0.18499797,0.0,0.0,0.00216714,0.02409239,0.0,0.00843573
PFE-2019,PFE,Pfizer,Healthcare,2019,0000930413-19-000953,27d55d6d53bc6172f9a26c11c901301c12e05ccd65322823d7453678ceb19720,nmf_topic_2,0.20097159,0.02237075,0.20097159,0.0,0.0,0.00715137,0.01370838,0.00066003,0.00862953
PFE-2020,PFE,Pfizer,Healthcare,2020,0000930413-20-000781,2854f3b64cd186dacf6c54a56ab7f96dd27fb990c73f046ade8ef38f2c62f2d5,nmf_topic_2,0.19157993,0.01274478,0.19157993,0.0,0.0,0.00846953,0.02387943,0.01735453,0.00650796
PFE-2021,PFE,Pfizer,Healthcare,2021,0000078003-21-000047,67aad5a55503c464e7993560363a4a5271094cfc7cce71bb8dc8e16331548fb1,nmf_topic_2,0.21444933,0.0,0.21444933,0.0,0.0,0.0,0.02691326,0.00091466,0.0
PFE-2022,PFE,Pfizer,Healthcare,2022,0000078003-22-000038,0b8ccb0d126ee27fa3445b81c8638afb71abc0b64a4c42e851c40860919bc9ca,nmf_topic_2,0.09640516,0.01837701,0.09640516,0.0,0.07914846,0.0,0.00324255,0.04308616,0.0
PFE-2023,PFE,Pfizer,Healthcare,2023,0000078003-23-000040,21e2046b2fcc3e63e1cb545739038ede05b23df636f8857c5c5d8d9dbe825f79,nmf_topic_2,0.09193181,0.01360159,0.09193181,0.0,0.07740361,0.0,0.02389306,0.02998078,0.0
PFE-2024,PFE,Pfizer,Healthcare,2024,0000078003-24-000068,403c7efdaf9788cb1cc36f1292c5a1b94b8929d0111a1d329fd5e4d280587e42,nmf_topic_2,0.10663755,0.01337948,0.10663755,0.0,0.07528576,0.0,0.00331481,0.05533333,0.0
MDT-2016,MDT,Medtronic,Healthcare,2016,0001193125-16-677599,5c4937b991a95d611a6bb0cf48176c5457984739513016a20475c8a38df31811,nmf_topic_8,0.51537105,0.02446284,0.0,0.0,0.0,0.0,0.01317883,0.0,0.51537105
MDT-2017,MDT,Medtronic,Healthcare,2017,0001308179-17-000223,9bb72ea3ca5134cb16959da16c93136916d81e04a41e6b9ff40405cffe2c148f,nmf_topic_8,0.55331699,0.0300472,0.0,0.0,0.0,0.0,0.00172039,0.0,0.55331699
MDT-2018,MDT,Medtronic,Healthcare,2018,0001308179-18-000261,8b5aa971f0b9cf24e72ce1126cba9569bab4869a63139430931e17a826e1ebbd,nmf_topic_8,0.55196031,0.03160199,0.0,0.0,0.0,0.0,0.00722527,0.0,0.55196031
MDT-2019,MDT,Medtronic,Healthcare,2019,0001308179-19-000222,71bcf963824f898329883e5129c84b1044f1cfe186941a76c991509f2977fc3e,nmf_topic_8,0.58679958,0.01276279,0.0,0.0,0.0,0.0,0.00143676,0.0,0.58679958
MDT-2020,MDT,Medtronic,Healthcare,2020,0001193125-20-220558,fdf9dfa43d207bcaa4c89b37756ba2991c723ba21d944971277877bca330f8fd,nmf_topic_8,0.58743665,0.0,0.01048974,0.0,0.0,0.0,0.0,0.0,0.58743665
MDT-2021,MDT,Medtronic,Healthcare,2021,0001193125-21-259369,7f6545bb648d908b17ffc045474f57057c850a70036860758e40e4464273b21d,nmf_topic_8,0.5826768,0.0,0.01029687,0.0,0.0,0.0,0.0,0.0,0.5826768
MDT-2022,MDT,Medtronic,Healthcare,2022,0001193125-22-225369,f1b0d0e5cf2d112597212c0111c21bf0f4d07deab9fc9fcbd4f727a4b0bedfc8,nmf_topic_8,0.5552176,0.0,0.0,0.0,0.0,0.0,0.0,0.0009268,0.5552176
MDT-2023,MDT,Medtronic,Healthcare,2023,0001613103-23-000108,8c3c38244fb1987df0e3fa6a83b5e448d16d6fd5f60c9b19e90215aa0c813ba9,nmf_topic_8,0.5365674,0.0,0.0,0.0,0.03362172,0.0,0.0,0.00326286,0.5365674
MDT-2024,MDT,Medtronic,Healthcare,2024,0001613103-24-000124,5c2f1560b6be02c1f188e800b5c5e66f12d6ce968c7c11cce45e6996ac5b3470,nmf_topic_8,0.53680463,0.0,0.0,0.0,0.01338476,0.0,0.0,0.03990289,0.53680463
BMY-2016,BMY,Bristol-Myers Squibb,Healthcare,2016,0001047469-16-011495,23b1b929c73e5a466f29415790f0ac9e9b117db6ca0ca080eec07e10682e712c,nmf_topic_4,0.15055271,0.05924038,0.02218917,0.0,0.15055271,0.0104957,0.05093823,0.0,0.0
BMY-2017,BMY,Bristol-Myers Squibb,Healthcare,2017,0001047469-17-001940,3f9bd55a7b082b80e4d08c20d109d70ef2ffee366f8f79ff813ac36d80f8cfdb,nmf_topic_4,0.14688865,0.0845885,0.0,0.0,0.14688865,0.01121131,0.04135787,0.0,0.0
BMY-2018,BMY,Bristol-Myers Squibb,Healthcare,2018,0001047469-18-002011,d89e7850d33dbfd6d92e1183d43ab1b9418b9899682689ebc2cd23e10e977598,nmf_topic_4,0.14273654,0.07060582,0.03146082,0.0,0.14273654,0.01053762,0.04825325,0.0,0.0
BMY-2019,BMY,Bristol-Myers Squibb,Healthcare,2019,0001047469-19-002763,11b21e14dfcd7f3288f36081b576dc489e37cbb99e05c273b59f4ad1c3904ed6,nmf_topic_4,0.14366606,0.06766525,0.03681076,0.0,0.14366606,0.01278773,0.05025874,0.0,0.0
BMY-2020,BMY,Bristol-Myers Squibb,Healthcare,2020,0001140361-20-006834,319d3c9df1d613ff25aa8fb76f0b4a80852d3f506d213f5d30ec9e478bc5fa6f,nmf_topic_4,0.17411403,0.04352814,0.01866299,0.0,0.17411403,0.01289787,0.0382693,0.0,0.0093975
BMY-2021,BMY,Bristol-Myers Squibb,Healthcare,2021,0001140361-21-010010,17e2ab5508096d1d9423b1b591bd20289bdb48889a6eeff3cb7a515f1530612c,nmf_topic_4,0.21137679,0.06425464,0.0,0.0,0.21137679,0.00992374,0.0,0.0,0.0
BMY-2022,BMY,Bristol-Myers Squibb,Healthcare,2022,0001140361-22-010987,ffca45b97291ebbbdd78213ea654167127889fd17236a8115b856c15b16c3f9d,nmf_topic_4,0.24424037,0.03827013,0.0,0.0,0.24424037,0.01429188,0.01498465,0.0,0.00376007
BMY-2023,BMY,Bristol-Myers Squibb,Healthcare,2023,0001140361-23-013442,f271d0cd371a04ec845a464b409d81e703b4535850649f2756762a2caaf14580,nmf_topic_4,0.28214389,0.00530601,0.0,0.0,0.28214389,0.00374102,0.00216705,0.0,0.0
BMY-2024,BMY,Bristol-Myers Squibb,Healthcare,2024,0001140361-24-016251,5d036baa3a773e73d1928dbe6f1029b016634a36636ce7f0e779bb1ca7c5d8e3,nmf_topic_4,0.27034316,0.01434872,0.0,0.0,0.27034316,0.0,0.0,0.0,0.0
AMZN-2016,AMZN,Amazon,Consumer Discretionary,2016,0001193125-16-530747,a063bf49b153109ebb3cff542afeffa6c16e82920979bfa557e79485c13c6754,nmf_topic_3,0.13750609,0.0,0.0,0.13750609,0.0,0.13270886,0.04786835,0.0,0.0
AMZN-2017,AMZN,Amazon,Consumer Discretionary,2017,0001193125-17-120195,ea8c433f7ff014d1ca72e3ded48ec52eca850941a33d0b04ed3e2343e0e60484,nmf_topic_3,0.13640276,0.00175196,0.0,0.13640276,0.0,0.11723241,0.05415429,0.0,0.00213223
AMZN-2018,AMZN,Amazon,Consumer Discretionary,2018,0001193125-18-121077,4cfd951edb3a4092246f94c8489adb8afe60a1774d3522873e3cc39d7b306e4f,nmf_topic_3,0.15342203,0.0,0.0,0.15342203,0.0,0.10462599,0.04406856,0.0,0.00220258
AMZN-2019,AMZN,Amazon,Consumer Discretionary,2019,0001193125-19-102995,eaca248bb5f184c92ab3b4d7a727a305c7f17e46c84561324c4e319ce5696b5d,nmf_topic_3,0.15157882,0.0,0.0,0.15157882,0.0,0.10540081,0.0462511,0.0,0.0022688
AMZN-2020,AMZN,Amazon,Consumer Discretionary,2020,0001193125-20-108422,d410db5933338b68b76c43083150b345f798041911cbd51162a79bcd3692e615,nmf_topic_2,0.17025889,0.0,0.17025889,0.01828578,0.00087568,0.0,0.02329987,0.0,0.00377797
