doc_id_a,doc_id_b,ticker_a,ticker_b,year_a,year_b,sector_a,sector_b,same_ticker,same_sector,cosine_similarity
META-2023,META-2024,META,META,2023,2024,Technology,Technology,True,True,1.00000012
NKE-2023,NKE-2024,NKE,NKE,2023,2024,Consumer Discretionary,Consumer Discretionary,True,True,0.99999976
JNJ-2017,JNJ-2018,JNJ,JNJ,2017,2018,Healthcare,Healthcare,True,True,0.99996233
JNJ-2018,JNJ-2019,JNJ,JNJ,2018,2019,Healthcare,Healthcare,True,True,0.99995333
JPM-2023,JPM-2024,JPM,JPM,2023,2024,Financials,Financials,True,True,0.99993908
JNJ-2017,JNJ-2019,JNJ,JNJ,2017,2019,Healthcare,Healthcare,True,True,0.99992859
UNH-2018,UNH-2019,UNH,UNH,2018,2019,Healthcare,Healthcare,True,True,0.99992013
IBM-2023,IBM-2024,IBM,IBM,2023,2024,Technology,Technology,True,True,0.99991477
UNH-2019,UNH-2021,UNH,UNH,2019,2021,Healthcare,Healthcare,True,True,0.99990761
PFE-2016,PFE-2017,PFE,PFE,2016,2017,Healthcare,Healthcare,True,True,0.99989581
UNH-2018,UNH-2021,UNH,UNH,2018,2021,Healthcare,Healthcare,True,True,0.99989343
ABT-2017,ABT-2018,ABT,ABT,2017,2018,Healthcare,Healthcare,True,True,0.99989271
BAC-2020,BAC-2021,BAC,BAC,2020,2021,Financials,Financials,True,True,0.99989128
ABT-2018,ABT-2021,ABT,ABT,2018,2021,Healthcare,Healthcare,True,True,0.99988544
ABT-2017,ABT-2020,ABT,ABT,2017,2020,Healthcare,Healthcare,True,True,0.99988496
JPM-2019,JPM-2020,JPM,JPM,2019,2020,Financials,Financials,True,True,0.99987358
ABBV-2017,ABBV-2020,ABBV,ABBV,2017,2020,Healthcare,Healthcare,True,True,0.99987286
COP-2023,COP-2024,COP,COP,2023,2024,Energy,Energy,True,True,0.99987191
UNH-2016,UNH-2017,UNH,UNH,2016,2017,Healthcare,Healthcare,True,True,0.99986911
PFE-2016,PFE-2019,PFE,PFE,2016,2019,Healthcare,Healthcare,True,True,0.99986345
TGT-2016,TGT-2017,TGT,TGT,2016,2017,Consumer Discretionary,Consumer Discretionary,True,True,0.9998548
HAL-2016,HAL-2017,HAL,HAL,2016,2017,Energy,Energy,True,True,0.99985415
ABT-2017,ABT-2021,ABT,ABT,2017,2021,Healthcare,Healthcare,True,True,0.99985188
AAPL-2019,AAPL-2020,AAPL,AAPL,2019,2020,Technology,Technology,True,True,0.99985117
C-2017,C-2021,C,C,2017,2021,Financials,Financials,True,True,0.99984998
GS-2019,GS-2020,GS,GS,2019,2020,Financials,Financials,True,True,0.99984741
MRK-2016,MRK-2017,MRK,MRK,2016,2017,Healthcare,Healthcare,True,True,0.9998467
F-2020,F-2021,F,F,2020,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99984372
UNH-2023,UNH-2024,UNH,UNH,2023,2024,Healthcare,Healthcare,True,True,0.99984002
ABT-2016,ABT-2018,ABT,ABT,2016,2018,Healthcare,Healthcare,True,True,0.99983633
IBM-2017,IBM-2018,IBM,IBM,2017,2018,Technology,Technology,True,True,0.9998309
PFE-2017,PFE-2019,PFE,PFE,2017,2019,Healthcare,Healthcare,True,True,0.99982691
AMZN-2023,AMZN-2024,AMZN,AMZN,2023,2024,Consumer Discretionary,Consumer Discretionary,True,True,0.99982548
ABT-2016,ABT-2019,ABT,ABT,2016,2019,Healthcare,Healthcare,True,True,0.9998216
ABT-2020,ABT-2021,ABT,ABT,2020,2021,Healthcare,Healthcare,True,True,0.99981666
PFE-2018,PFE-2020,PFE,PFE,2018,2020,Healthcare,Healthcare,True,True,0.99980962
ABT-2018,ABT-2020,ABT,ABT,2018,2020,Healthcare,Healthcare,True,True,0.99980479
ABT-2016,ABT-2021,ABT,ABT,2016,2021,Healthcare,Healthcare,True,True,0.9997775
BAC-2017,BAC-2020,BAC,BAC,2017,2020,Financials,Financials,True,True,0.99977654
NVDA-2020,NVDA-2021,NVDA,NVDA,2020,2021,Technology,Technology,True,True,0.99977565
TGT-2017,TGT-2018,TGT,TGT,2017,2018,Consumer Discretionary,Consumer Discretionary,True,True,0.99976534
TGT-2016,TGT-2018,TGT,TGT,2016,2018,Consumer Discretionary,Consumer Discretionary,True,True,0.99976361
BAC-2017,BAC-2021,BAC,BAC,2017,2021,Financials,Financials,True,True,0.99975848
C-2017,C-2018,C,C,2017,2018,Financials,Financials,True,True,0.99975824
IBM-2016,IBM-2017,IBM,IBM,2016,2017,Technology,Technology,True,True,0.99975759
IBM-2016,IBM-2018,IBM,IBM,2016,2018,Technology,Technology,True,True,0.99975073
BRK.B-2017,BRK.B-2020,BRK.B,BRK.B,2017,2020,Financials,Financials,True,True,0.99975061
AMZN-2017,AMZN-2019,AMZN,AMZN,2017,2019,Consumer Discretionary,Consumer Discretionary,True,True,0.99974823
C-2020,C-2021,C,C,2020,2021,Financials,Financials,True,True,0.99974781
C-2017,C-2020,C,C,2017,2020,Financials,Financials,True,True,0.99974561
BRK.B-2020,BRK.B-2021,BRK.B,BRK.B,2020,2021,Financials,Financials,True,True,0.99973083
MPC-2020,MPC-2021,MPC,MPC,2020,2021,Energy,Energy,True,True,0.99972516
ABBV-2018,ABBV-2020,ABBV,ABBV,2018,2020,Healthcare,Healthcare,True,True,0.99972242
HAL-2019,HAL-2021,HAL,HAL,2019,2021,Energy,Energy,True,True,0.99972063
BRK.B-2017,BRK.B-2021,BRK.B,BRK.B,2017,2021,Financials,Financials,True,True,0.99972045
MSFT-2018,MSFT-2019,MSFT,MSFT,2018,2019,Technology,Technology,True,True,0.99971521
CVX-2017,CVX-2019,CVX,CVX,2017,2019,Energy,Energy,True,True,0.99971521
C-2018,C-2021,C,C,2018,2021,Financials,Financials,True,True,0.99971509
ABT-2016,ABT-2017,ABT,ABT,2016,2017,Healthcare,Healthcare,True,True,0.99971175
HAL-2017,HAL-2018,HAL,HAL,2017,2018,Energy,Energy,True,True,0.99970949
MSFT-2019,MSFT-2021,MSFT,MSFT,2019,2021,Technology,Technology,True,True,0.99970788
NKE-2016,NKE-2017,NKE,NKE,2016,2017,Consumer Discretionary,Consumer Discretionary,True,True,0.99970192
XOM-2019,XOM-2020,XOM,XOM,2019,2020,Energy,Energy,True,True,0.99970049
MSFT-2018,MSFT-2021,MSFT,MSFT,2018,2021,Technology,Technology,True,True,0.99969989
WFC-2017,WFC-2020,WFC,WFC,2017,2020,Financials,Financials,True,True,0.99969506
JPM-2021,JPM-2022,JPM,JPM,2021,2022,Financials,Financials,True,True,0.99969345
TSLA-2019,TSLA-2021,TSLA,TSLA,2019,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99967653
TGT-2017,TGT-2019,TGT,TGT,2017,2019,Consumer Discretionary,Consumer Discretionary,True,True,0.99967182
HAL-2016,HAL-2018,HAL,HAL,2016,2018,Energy,Energy,True,True,0.99967051
WFC-2020,WFC-2021,WFC,WFC,2020,2021,Financials,Financials,True,True,0.99966919
SCHW-2017,SCHW-2019,SCHW,SCHW,2017,2019,Financials,Financials,True,True,0.99966657
MSFT-2017,MSFT-2020,MSFT,MSFT,2017,2020,Technology,Technology,True,True,0.9996655
TGT-2018,TGT-2019,TGT,TGT,2018,2019,Consumer Discretionary,Consumer Discretionary,True,True,0.99966103
GS-2017,GS-2018,GS,GS,2017,2018,Financials,Financials,True,True,0.99965394
TSLA-2019,TSLA-2020,TSLA,TSLA,2019,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99964976
NVDA-2023,NVDA-2024,NVDA,NVDA,2023,2024,Technology,Technology,True,True,0.99963963
SLB-2020,SLB-2021,SLB,SLB,2020,2021,Energy,Energy,True,True,0.99963665
ABT-2018,ABT-2019,ABT,ABT,2018,2019,Healthcare,Healthcare,True,True,0.99962938
TGT-2016,TGT-2019,TGT,TGT,2016,2019,Consumer Discretionary,Consumer Discretionary,True,True,0.99962461
MS-2019,MS-2020,MS,MS,2019,2020,Financials,Financials,True,True,0.99962115
ABBV-2017,ABBV-2018,ABBV,ABBV,2017,2018,Healthcare,Healthcare,True,True,0.99961865
AVGO-2020,AVGO-2022,AVGO,AVGO,2020,2022,Technology,Technology,True,True,0.99961007
HAL-2018,HAL-2019,HAL,HAL,2018,2019,Energy,Energy,True,True,0.99960887
EOG-2017,EOG-2018,EOG,EOG,2017,2018,Energy,Energy,True,True,0.99959844
SLB-2019,SLB-2021,SLB,SLB,2019,2021,Energy,Energy,True,True,0.99959809
JNJ-2018,JNJ-2022,JNJ,JNJ,2018,2022,Healthcare,Healthcare,True,True,0.99959588
EOG-2017,EOG-2021,EOG,EOG,2017,2021,Energy,Energy,True,True,0.99959308
JNJ-2019,JNJ-2022,JNJ,JNJ,2019,2022,Healthcare,Healthcare,True,True,0.99958855
CRM-2018,CRM-2020,CRM,CRM,2018,2020,Technology,Technology,True,True,0.99958813
ABT-2019,ABT-2021,ABT,ABT,2019,2021,Healthcare,Healthcare,True,True,0.99958527
LOW-2017,LOW-2021,LOW,LOW,2017,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99958158
AMZN-2018,AMZN-2019,AMZN,AMZN,2018,2019,Consumer Discretionary,Consumer Discretionary,True,True,0.99957836
TSLA-2020,TSLA-2021,TSLA,TSLA,2020,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99957716
AMZN-2017,AMZN-2018,AMZN,AMZN,2017,2018,Consumer Discretionary,Consumer Discretionary,True,True,0.99957657
BRK.B-2018,BRK.B-2021,BRK.B,BRK.B,2018,2021,Financials,Financials,True,True,0.9995724
MPC-2020,MPC-2022,MPC,MPC,2020,2022,Energy,Energy,True,True,0.99957061
OXY-2016,OXY-2017,OXY,OXY,2016,2017,Energy,Energy,True,True,0.99955374
EOG-2023,EOG-2024,EOG,EOG,2023,2024,Energy,Energy,True,True,0.99955118
ABT-2016,ABT-2020,ABT,ABT,2016,2020,Healthcare,Healthcare,True,True,0.9995482
SLB-2017,SLB-2018,SLB,SLB,2017,2018,Energy,Energy,True,True,0.99954081
CVX-2017,CVX-2018,CVX,CVX,2017,2018,Energy,Energy,True,True,0.99953675
WFC-2017,WFC-2021,WFC,WFC,2017,2021,Financials,Financials,True,True,0.99953353
MPC-2021,MPC-2022,MPC,MPC,2021,2022,Energy,Energy,True,True,0.99952614
EOG-2017,EOG-2019,EOG,EOG,2017,2019,Energy,Energy,True,True,0.99952412
TJX-2018,TJX-2019,TJX,TJX,2018,2019,Consumer Discretionary,Consumer Discretionary,True,True,0.99951971
JNJ-2017,JNJ-2022,JNJ,JNJ,2017,2022,Healthcare,Healthcare,True,True,0.99951094
LLY-2016,LLY-2017,LLY,LLY,2016,2017,Healthcare,Healthcare,True,True,0.99950927
AVGO-2021,AVGO-2022,AVGO,AVGO,2021,2022,Technology,Technology,True,True,0.99949443
ABT-2017,ABT-2019,ABT,ABT,2017,2019,Healthcare,Healthcare,True,True,0.9994877
ABBV-2023,ABBV-2024,ABBV,ABBV,2023,2024,Healthcare,Healthcare,True,True,0.99948525
MPC-2017,MPC-2018,MPC,MPC,2017,2018,Energy,Energy,True,True,0.9994837
TJX-2017,TJX-2020,TJX,TJX,2017,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99948347
MDT-2023,MDT-2024,MDT,MDT,2023,2024,Healthcare,Healthcare,True,True,0.99948001
CVX-2018,CVX-2019,CVX,CVX,2018,2019,Energy,Energy,True,True,0.99947429
BRK.B-2018,BRK.B-2020,BRK.B,BRK.B,2018,2020,Financials,Financials,True,True,0.99946988
TGT-2020,TGT-2021,TGT,TGT,2020,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99946946
TGT-2019,TGT-2020,TGT,TGT,2019,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99946392
C-2018,C-2020,C,C,2018,2020,Financials,Financials,True,True,0.99946058
INTC-2018,INTC-2019,INTC,INTC,2018,2019,Technology,Technology,True,True,0.99945986
AVGO-2020,AVGO-2021,AVGO,AVGO,2020,2021,Technology,Technology,True,True,0.99945933
HAL-2020,HAL-2021,HAL,HAL,2020,2021,Energy,Energy,True,True,0.99944746
SLB-2019,SLB-2022,SLB,SLB,2019,2022,Energy,Energy,True,True,0.99944681
WFC-2017,WFC-2018,WFC,WFC,2017,2018,Financials,Financials,True,True,0.99944049
WFC-2018,WFC-2020,WFC,WFC,2018,2020,Financials,Financials,True,True,0.99943221
CRM-2017,CRM-2020,CRM,CRM,2017,2020,Technology,Technology,True,True,0.99943149
XOM-2018,XOM-2019,XOM,XOM,2018,2019,Energy,Energy,True,True,0.99942005
TGT-2018,TGT-2020,TGT,TGT,2018,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99941146
C-2023,C-2024,C,C,2023,2024,Financials,Financials,True,True,0.99940932
BRK.B-2017,BRK.B-2018,BRK.B,BRK.B,2017,2018,Financials,Financials,True,True,0.99940789
GOOGL-2019,GOOGL-2021,GOOGL,GOOGL,2019,2021,Technology,Technology,True,True,0.99938917
LLY-2018,LLY-2019,LLY,LLY,2018,2019,Healthcare,Healthcare,True,True,0.99938053
EOG-2018,EOG-2021,EOG,EOG,2018,2021,Energy,Energy,True,True,0.999376
GS-2018,GS-2022,GS,GS,2018,2022,Financials,Financials,True,True,0.99937588
NKE-2019,NKE-2021,NKE,NKE,2019,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99936545
IBM-2018,IBM-2019,IBM,IBM,2018,2019,Technology,Technology,True,True,0.99935997
HAL-2018,HAL-2021,HAL,HAL,2018,2021,Energy,Energy,True,True,0.9993549
MDT-2017,MDT-2019,MDT,MDT,2017,2019,Healthcare,Healthcare,True,True,0.99933922
NKE-2017,NKE-2018,NKE,NKE,2017,2018,Consumer Discretionary,Consumer Discretionary,True,True,0.99933398
CRM-2017,CRM-2018,CRM,CRM,2017,2018,Technology,Technology,True,True,0.99932051
MCD-2019,MCD-2021,MCD,MCD,2019,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99930757
SLB-2019,SLB-2020,SLB,SLB,2019,2020,Energy,Energy,True,True,0.99930412
ABT-2019,ABT-2020,ABT,ABT,2019,2020,Healthcare,Healthcare,True,True,0.99928761
SCHW-2018,SCHW-2021,SCHW,SCHW,2018,2021,Financials,Financials,True,True,0.99927765
AAPL-2020,AAPL-2021,AAPL,AAPL,2020,2021,Technology,Technology,True,True,0.99927109
HAL-2017,HAL-2019,HAL,HAL,2017,2019,Energy,Energy,True,True,0.99926805
HAL-2019,HAL-2020,HAL,HAL,2019,2020,Energy,Energy,True,True,0.99926507
MSFT-2016,MSFT-2020,MSFT,MSFT,2016,2020,Technology,Technology,True,True,0.99924797
CRM-2017,CRM-2021,CRM,CRM,2017,2021,Technology,Technology,True,True,0.99922258
IBM-2016,IBM-2019,IBM,IBM,2016,2019,Technology,Technology,True,True,0.99921507
JNJ-2020,JNJ-2021,JNJ,JNJ,2020,2021,Healthcare,Healthcare,True,True,0.99919879
HD-2019,HD-2020,HD,HD,2019,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99919534
MSFT-2016,MSFT-2017,MSFT,MSFT,2016,2017,Technology,Technology,True,True,0.99919337
EOG-2018,EOG-2019,EOG,EOG,2018,2019,Energy,Energy,True,True,0.99919319
TGT-2019,TGT-2021,TGT,TGT,2019,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.9991827
GOOGL-2017,GOOGL-2019,GOOGL,GOOGL,2017,2019,Technology,Technology,True,True,0.99917954
GS-2017,GS-2022,GS,GS,2017,2022,Financials,Financials,True,True,0.99917924
CVX-2016,CVX-2021,CVX,CVX,2016,2021,Energy,Energy,True,True,0.99916053
HAL-2018,HAL-2020,HAL,HAL,2018,2020,Energy,Energy,True,True,0.99916011
IBM-2017,IBM-2019,IBM,IBM,2017,2019,Technology,Technology,True,True,0.99914515
GS-2017,GS-2021,GS,GS,2017,2021,Financials,Financials,True,True,0.99914485
NKE-2021,NKE-2022,NKE,NKE,2021,2022,Consumer Discretionary,Consumer Discretionary,True,True,0.99914038
META-2017,META-2018,META,META,2017,2018,Technology,Technology,True,True,0.99913883
LLY-2018,LLY-2020,LLY,LLY,2018,2020,Healthcare,Healthcare,True,True,0.99913776
HAL-2016,HAL-2019,HAL,HAL,2016,2019,Energy,Energy,True,True,0.99913353
OXY-2020,OXY-2021,OXY,OXY,2020,2021,Energy,Energy,True,True,0.99912894
TGT-2017,TGT-2020,TGT,TGT,2017,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99909794
TGT-2016,TGT-2020,TGT,TGT,2016,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99909544
EOG-2019,EOG-2021,EOG,EOG,2019,2021,Energy,Energy,True,True,0.99909294
AAPL-2019,AAPL-2021,AAPL,AAPL,2019,2021,Technology,Technology,True,True,0.99908102
COP-2016,COP-2017,COP,COP,2016,2017,Energy,Energy,True,True,0.99907231
WFC-2018,WFC-2021,WFC,WFC,2018,2021,Financials,Financials,True,True,0.99906254
CRM-2020,CRM-2021,CRM,CRM,2020,2021,Technology,Technology,True,True,0.99902332
XOM-2018,XOM-2020,XOM,XOM,2018,2020,Energy,Energy,True,True,0.99897718
GS-2018,GS-2021,GS,GS,2018,2021,Financials,Financials,True,True,0.99890912
GOOGL-2018,GOOGL-2019,GOOGL,GOOGL,2018,2019,Technology,Technology,True,True,0.99887252
NKE-2016,NKE-2018,NKE,NKE,2016,2018,Consumer Discretionary,Consumer Discretionary,True,True,0.99884093
MCD-2018,MCD-2019,MCD,MCD,2018,2019,Consumer Discretionary,Consumer Discretionary,True,True,0.99882793
TGT-2018,TGT-2021,TGT,TGT,2018,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99882269
GS-2021,GS-2022,GS,GS,2021,2022,Financials,Financials,True,True,0.99881774
NKE-2019,NKE-2022,NKE,NKE,2019,2022,Consumer Discretionary,Consumer Discretionary,True,True,0.99881238
HAL-2017,HAL-2021,HAL,HAL,2017,2021,Energy,Energy,True,True,0.99881017
SLB-2021,SLB-2022,SLB,SLB,2021,2022,Energy,Energy,True,True,0.9988094
F-2023,F-2024,F,F,2023,2024,Consumer Discretionary,Consumer Discretionary,True,True,0.99879515
BMY-2017,BMY-2019,BMY,BMY,2017,2019,Healthcare,Healthcare,True,True,0.99878037
GOOGL-2018,GOOGL-2021,GOOGL,GOOGL,2018,2021,Technology,Technology,True,True,0.99878007
BAC-2018,BAC-2019,BAC,BAC,2018,2019,Financials,Financials,True,True,0.99877858
CRM-2018,CRM-2021,CRM,CRM,2018,2021,Technology,Technology,True,True,0.99876547
GOOGL-2018,GOOGL-2020,GOOGL,GOOGL,2018,2020,Technology,Technology,True,True,0.99875146
META-2016,META-2017,META,META,2016,2017,Technology,Technology,True,True,0.99870867
JPM-2017,JPM-2018,JPM,JPM,2017,2018,Financials,Financials,True,True,0.99870002
LLY-2019,LLY-2020,LLY,LLY,2019,2020,Healthcare,Healthcare,True,True,0.99869537
HAL-2016,HAL-2021,HAL,HAL,2016,2021,Energy,Energy,True,True,0.99866503
INTC-2020,INTC-2021,INTC,INTC,2020,2021,Technology,Technology,True,True,0.99865109
NKE-2020,NKE-2022,NKE,NKE,2020,2022,Consumer Discretionary,Consumer Discretionary,True,True,0.99863303
EOG-2019,EOG-2020,EOG,EOG,2019,2020,Energy,Energy,True,True,0.9986316
SLB-2020,SLB-2022,SLB,SLB,2020,2022,Energy,Energy,True,True,0.99862766
NKE-2020,NKE-2021,NKE,NKE,2020,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.9985826
F-2018,F-2020,F,F,2018,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99855852
META-2016,META-2018,META,META,2016,2018,Technology,Technology,True,True,0.99853694
F-2018,F-2021,F,F,2018,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99853212
TGT-2016,TGT-2021,TGT,TGT,2016,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99849486
TJX-2017,TJX-2019,TJX,TJX,2017,2019,Consumer Discretionary,Consumer Discretionary,True,True,0.99849272
CVX-2016,CVX-2017,CVX,CVX,2016,2017,Energy,Energy,True,True,0.99847376
GOOGL-2020,GOOGL-2021,GOOGL,GOOGL,2020,2021,Technology,Technology,True,True,0.99845529
TJX-2017,TJX-2018,TJX,TJX,2017,2018,Consumer Discretionary,Consumer Discretionary,True,True,0.99845141
TJX-2018,TJX-2020,TJX,TJX,2018,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99844849
SCHW-2019,SCHW-2021,SCHW,SCHW,2019,2021,Financials,Financials,True,True,0.9984262
SCHW-2017,SCHW-2021,SCHW,SCHW,2017,2021,Financials,Financials,True,True,0.99837393
TGT-2017,TGT-2021,TGT,TGT,2017,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99836767
ABBV-2018,ABBV-2019,ABBV,ABBV,2018,2019,Healthcare,Healthcare,True,True,0.99836683
MSFT-2017,MSFT-2021,MSFT,MSFT,2017,2021,Technology,Technology,True,True,0.99835116
TJX-2019,TJX-2020,TJX,TJX,2019,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99834573
HAL-2017,HAL-2020,HAL,HAL,2017,2020,Energy,Energy,True,True,0.99834311
META-2019,META-2021,META,META,2019,2021,Technology,Technology,True,True,0.9982965
ABBV-2019,ABBV-2020,ABBV,ABBV,2019,2020,Healthcare,Healthcare,True,True,0.99829471
OXY-2016,OXY-2018,OXY,OXY,2016,2018,Energy,Energy,True,True,0.99829113
ORCL-2018,ORCL-2021,ORCL,ORCL,2018,2021,Technology,Technology,True,True,0.99826896
SCHW-2018,SCHW-2019,SCHW,SCHW,2018,2019,Financials,Financials,True,True,0.99826491
MS-2018,MS-2019,MS,MS,2018,2019,Financials,Financials,True,True,0.99825728
NKE-2019,NKE-2020,NKE,NKE,2019,2020,Consumer Discretionary,Consumer Discretionary,True,True,0.99823773
GOOGL-2017,GOOGL-2021,GOOGL,GOOGL,2017,2021,Technology,Technology,True,True,0.99822044
GOOGL-2019,GOOGL-2020,GOOGL,GOOGL,2019,2020,Technology,Technology,True,True,0.99820626
SCHW-2017,SCHW-2018,SCHW,SCHW,2017,2018,Financials,Financials,True,True,0.99819684
OXY-2017,OXY-2018,OXY,OXY,2017,2018,Energy,Energy,True,True,0.99818206
CVX-2016,CVX-2019,CVX,CVX,2016,2019,Energy,Energy,True,True,0.99818122
MS-2018,MS-2020,MS,MS,2018,2020,Financials,Financials,True,True,0.99817801
MSFT-2017,MSFT-2019,MSFT,MSFT,2017,2019,Technology,Technology,True,True,0.99817038
GS-2018,GS-2019,GS,GS,2018,2019,Financials,Financials,True,True,0.99815327
ABBV-2017,ABBV-2019,ABBV,ABBV,2017,2019,Healthcare,Healthcare,True,True,0.99814856
GS-2020,GS-2021,GS,GS,2020,2021,Financials,Financials,True,True,0.99814487
ORCL-2017,ORCL-2019,ORCL,ORCL,2017,2019,Technology,Technology,True,True,0.99813795
HAL-2016,HAL-2020,HAL,HAL,2016,2020,Energy,Energy,True,True,0.99812388
MSFT-2020,MSFT-2021,MSFT,MSFT,2020,2021,Technology,Technology,True,True,0.99811804
EOG-2017,EOG-2020,EOG,EOG,2017,2020,Energy,Energy,True,True,0.9981066
META-2018,META-2019,META,META,2018,2019,Technology,Technology,True,True,0.99810511
GS-2017,GS-2019,GS,GS,2017,2019,Financials,Financials,True,True,0.9981041
CVX-2016,CVX-2018,CVX,CVX,2016,2018,Energy,Energy,True,True,0.99809515
GS-2017,GS-2020,GS,GS,2017,2020,Financials,Financials,True,True,0.99806762
META-2017,META-2019,META,META,2017,2019,Technology,Technology,True,True,0.9980526
GS-2019,GS-2022,GS,GS,2019,2022,Financials,Financials,True,True,0.99805206
MCD-2018,MCD-2021,MCD,MCD,2018,2021,Consumer Discretionary,Consumer Discretionary,True,True,0.99803483
MSFT-2017,MSFT-2018,MSFT,MSFT,2017,2018,Technology,Technology,True,True,0.99801946
MSFT-2019,MSFT-2020,MSFT,MSFT,2019,2020,Technology,Technology,True,True,0.99801457
META-2018,META-2021,META,META,2018,2021,Technology,Technology,True,True,0.99800515
GS-2018,GS-2020,GS,GS,2018,2020,Financials,Financials,True,True,0.99799097
AXP-2020,AXP-2021,AXP,AXP,2020,2021,Financials,Financials,True,True,0.99798453
MRK-2020,MRK-2021,MRK,MRK,2020,2021,Healthcare,Healthcare,True,True,0.99797022
SBUX-2018,SBUX-2019,SBUX,SBUX,2018,2019,Consumer Discretionary,Consumer Discretionary,True,True,0.99796563
GOOGL-2017,GOOGL-2018,GOOGL,GOOGL,2017,2018,Technology,Technology,True,True,0.99794912
